/home/veldrin/Downloads/carnd-sim/IMG/center_2017_01_18_21_37_59_446.jpg, /home/veldrin/Downloads/carnd-sim/IMG/left_2017_01_18_21_37_59_446.jpg, /home/veldrin/Downloads/carnd-sim/IMG/right_2017_01_18_21_37_59_446.jpg, -0.1241546, 0.8150634, 0, 30.14318
/home/veldrin/Downloads/carnd-sim/IMG/center_2017_01_18_21_37_59_490.jpg, /home/veldrin/Downloads/carnd-sim/IMG/left_2017_01_18_21_37_59_490.jpg, /home/veldrin/Downloads/carnd-sim/IMG/right_2017_01_18_21_37_59_490.jpg, -0.1241546, 0.8150634, 0, 30.14319
/home/veldrin/Downloads/carnd-sim/IMG/center_2017_01_18_21_37_59_505.jpg, /home/veldrin/Downloads/carnd-sim/IMG/left_2017_01_18_21_37_59_505.jpg, /home/veldrin/Downloads/carnd-sim/IMG/right_2017_01_18_21_37_59_505.jpg, -0.1241546, 0.8150634, 0, 30.14315
/home/veldrin/Downloads/carnd-sim/IMG/center_2017_01_18_21_37_59_558.jpg, /home/veldrin/Downloads/carnd-sim/IMG/left_2017_01_18_21_37_59_558.jpg, /home/veldrin/Downloads/carnd-sim/IMG/right_2017_01_18_21_37_59_558.jpg, -0.1241546, 0.8150634, 0, 30.14316
/home/veldrin/Downloads/carnd-sim/IMG/center_2017_01_18_21_37_59_564.jpg, /home/veldrin/Downloads/carnd-sim/IMG/left_2017_01_18_21_37_59_564.jpg, /home/veldrin/Downloads/carnd-sim/IMG/right_2017_01_18_21_37_59_564.jpg, -0.1241546, 0.8150634, 0, 30.14316
/home/veldrin/Downloads/carnd-sim/IMG/center_2017_01_18_21_37_59_579.jpg, /home/veldrin/Downloads/carnd-sim/IMG/left_2017_01_18_21_37_59_579.jpg, /home/veldrin/Downloads/carnd-sim/IMG/right_2017_01_18_21_37_59_579.jpg, -0.004580451, 0.8508249, 0, 30.14298
/home/veldrin/Downloads/carnd-sim/IMG/center_2017_01_18_21_37_59_623.jpg, /home/veldrin/Downloads/carnd-sim/IMG/left_2017_01_18_21_37_59_623.jpg, /home/veldrin/Downloads/carnd-sim/IMG/right_2017_01_18_21_37_59_623.jpg, -0.004580451, 0.8508249, 0, 30.14581
/home/veldrin/Downloads/carnd-sim/IMG/center_2017_01_18_21_37_59_629.jpg, /home/veldrin/Downloads/carnd-sim/IMG/left_2017_01_18_21_37_59_629.jpg, /home/veldrin/Downloads/carnd-sim/IMG/right_2017_01_18_21_37_59_629.jpg, -0.004580451, 0.8508249, 0, 30.15176
/home/veldrin/Downloads/carnd-sim/IMG/center_2017_01_18_21_37_59_634.jpg, /home/veldrin/Downloads/carnd-sim/IMG/left_2017_01_18_21_37_59_634.jpg, /home/veldrin/Downloads/carnd-sim/IMG/right_2017_01_18_21_37_59_634.jpg, -0.004580451, 0.8508249, 0, 30.1512
/home/veldrin/Downloads/carnd-sim/IMG/center_2017_01_18_21_37_59_650.jpg, /home/veldrin/Downloads/carnd-sim/IMG/left_2017_01_18_21_37_59_650.jpg, /home/veldrin/Downloads/carnd-sim/IMG/right_2017_01_18_21_37_59_650.jpg, 0, 0.8508249, 0, 30.15154
